id,target
2293,0
2295,0
2302,0
2305,1
2310,1
2313,0
2316,0
2320,1
2322,1
2323,0
2326,1
2328,1
2331,1
2335,1
2338,1
2343,0
2344,1
2345,0
2353,0
2355,1
2357,0
2360,0
2365,1
2369,1
2371,0
2378,1
2380,0
2381,0
2383,0
2384,1
2392,0
2393,0
2401,0
2403,1
2404,0
2405,0
2407,0
2411,0
2424,0
2426,1
2431,0
2433,0
2434,1
2436,0
2439,0
2444,1
2447,0
2448,0
2449,1
2450,0
2461,1
2469,0
2472,0
2473,1
2474,0
2477,1
2481,0
2484,1
2495,1
2503,1
2509,1
2511,1
2518,1
2522,1
2525,1
2526,0
2529,1
2533,1
2549,0
2551,0
2558,1
2562,0
2563,1
2567,1
2574,1
2577,0
2578,0
2580,1
2581,1
2583,1
2584,0
2586,1
2589,0
2595,0
2596,1
2600,1
2601,0
2607,0
2610,0
2613,1
2615,0
2618,1
2620,1
2623,1
2626,0
2630,0
2634,1
2636,0
2638,1
2639,0
2646,0
2650,0
2652,0
2653,0
2654,0
2662,1
2665,0
2669,0
2674,0
2678,1
2681,1
2685,0
2686,0
2690,0
2697,0
2699,0
2704,0
2705,1
2710,1
2712,0
2713,0
2716,0
2717,0
2718,1
2721,0
2722,0
2735,1
2737,1
2738,0
2742,1
2745,0
2746,0
2747,1
2750,0
2751,1
2754,0
2762,1
2764,1
2772,1
2775,0
2776,1
2779,1
2781,1
2789,1
2790,1
2791,1
2798,1
2800,1
2804,1
2805,0
2806,0
2809,1
2810,0
2812,0
2814,1
2816,0
2818,0
2823,1
2824,1
2834,0
2837,0
2840,0
2845,1
2847,1
2848,0
2850,0
2859,0
2862,1
2868,1
2874,0
2876,0
2892,0
2894,0
2897,0
2901,0
2903,1
2904,1
2906,1
2914,0
2918,1
2919,0
2923,0
2926,1
2928,0
2930,1
2938,1
2940,1
2949,0
2951,0
2958,0
2961,0
2962,0
2964,0
2966,1
2967,0
2968,0
2972,1
2977,0
2978,0
2979,0
2981,0
2985,1
2986,1
2989,1
2994,1
2996,0
2997,1
2999,0
3002,1
3007,0
3008,1
3017,0
3020,1
3024,0
3028,0
3031,1
3032,1
3033,0
3035,0
3040,0
3041,0
3046,0
3050,1
3063,0
3065,0
3067,0
3069,1
3076,0
3078,0
3081,0
3087,0
3088,0
3094,1
3096,0
3098,1
3103,0
3110,0
3113,0
3121,0
3127,0
3128,0
3129,0
3135,0
3143,1
3146,0
3148,0
3149,0
3151,0
3156,1
3160,0
3164,0
3169,0
3178,0
3187,1
3194,0
3202,0
3203,0
3204,1
3206,1
3207,1
3208,1
3209,1
3213,1
3214,1
3215,0
3220,1
3223,1
3224,1
3226,1
3228,1
3230,1
3232,1
3233,1
3234,0
3238,1
3246,0
3247,1
3250,0
3251,1
3254,0
3257,0
3258,0
3261,0
3267,1
3268,1
3269,0
3271,1
3272,0
3273,1
3279,0
3290,0
3291,0
3293,0
3294,0
3298,0
3305,0
3306,1
3307,0
3310,1
3313,0
3314,1
3315,0
3316,1
3321,0
3325,1
3326,0
3327,0
3330,1
3331,0
3332,0
3333,0
3343,0
3344,0
3348,0
3349,1
3350,1
3352,0
3353,1
3354,0
3358,0
3360,0
3366,1
3371,0
3374,1
3375,1
3378,0
3382,1
3384,1
3385,1
3386,1
3392,0
3399,0
3407,1
3409,1
3416,0
3420,1
3422,1
3424,1
3426,0
3427,0
3434,0
3438,1
3441,1
3442,0
3443,1
3444,0
3449,0
3453,0
3454,1
3456,1
3457,0
3458,0
3461,0
3467,0
3479,0
3488,1
3491,0
3496,1
3502,1
3507,1
3511,0
3515,0
3516,1
3538,0
3539,0
3541,0
3545,1
3546,0
3547,0
3551,0
3553,0
3556,0
3558,1
3559,1
3561,1
3562,1
3563,0
3564,1
3571,1
3574,1
3576,1
3577,1
3579,1
3580,0
3586,1
3590,1
3599,0
3600,0
3601,0
3605,1
3606,0
3612,0
3614,1
3615,0
3616,1
3620,1
3622,0
3624,0
3630,0
3644,0
3649,0
3651,0
3654,1
3665,0
3668,0
3671,0
3672,1
3673,1
3677,0
3678,1
3687,0
3688,0
3693,0
3698,0
3699,1
3701,0
3703,0
3706,1
3707,0
3709,1
3711,0
3714,0
3716,0
3720,0
3728,0
3731,0
3732,0
3733,0
3734,1
3740,0
3746,0
3749,0
3751,1
3755,1
3757,1
3762,1
3767,1
3769,0
3779,1
3781,1
3782,1
3783,1
3784,1
3790,1
3791,1
3792,1
3794,1
3799,1
3801,0
3804,1
3808,1
3809,1
3811,0
3813,0
3817,1
3818,0
3823,1
3843,0
3844,0
3846,1
3847,0
3852,0
3854,0
3856,1
3863,0
3865,0
3867,0
3871,0
3872,0
3878,1
3880,0
3881,0
3882,1
3883,1
3884,1
3885,0
3886,0
3890,1
3891,1
3898,1
3902,0
3909,0
3910,1
3912,1
3915,1
3918,1
3920,1
3925,1
3928,1
3929,1
3930,1
3931,1
3934,1
3939,1
3941,0
3942,0
3943,0
3946,1
3963,1
3965,0
3966,1
3971,0
3972,1
3974,0
3976,0
3978,0
3981,1
3985,0
3986,1
3987,1
3988,1
3991,1
3999,0
4001,0
4002,0
4004,0
4007,1
4009,0
4013,1
4015,1
4016,0
4023,1
4031,0
4035,0
4036,0
4037,0
4040,1
4048,1
4053,0
4056,0
4059,0
4066,1
4067,0
4069,0
4070,1
4071,1
4073,1
4074,0
4075,1
4082,0
4090,0
4099,0
4102,0
4106,0
4109,1
4110,0
4115,0
4118,0
4120,1
4125,0
4126,0
4130,0
4134,0
4136,0
4137,0
4144,0
4148,0
4151,0
4155,0
4162,1
4165,0
4169,0
4174,1
4179,0
4185,1
4186,1
4187,0
4188,1
4190,0
4192,0
4193,0
4194,1
4195,0
4196,0
4207,1
4208,1
4215,1
4217,0
4222,1
4223,1
4226,0
4228,0
4229,1
4231,1
4234,0
4236,0
4249,1
4254,0
4258,1
4259,0
4263,0
4267,1
4277,0
4278,0
4280,0
4283,0
4285,0
4286,0
4287,0
4290,0
4291,0
4294,1
4302,0
4308,0
4310,1
4311,0
4315,0
4316,1
4319,0
4331,0
4338,0
4339,1
4340,0
4344,0
4346,0
4347,1
4360,1
4364,0
4367,0
4369,1
4370,0
4371,1
4380,0
4386,0
4389,0
4390,0
4394,0
4399,0
4400,0
4404,1
4409,0
4414,0
4417,0
4418,0
4419,0
4420,1
4422,0
4429,0
4431,0
4433,0
4434,1
4439,0
4443,0
4446,0
4447,0
4453,1
4460,1
4461,0
4462,0
4467,0
4469,0
4473,0
4474,1
4475,0
4477,0
4481,0
4483,0
4484,1
4485,0
4495,0
4497,1
4500,1
4501,0
4502,0
4505,0
4506,1
4510,0
4512,0
4513,0
4532,0
4535,0
4536,0
4540,0
4545,1
4552,1
4554,1
4555,1
4558,1
4559,1
4560,0
4566,0
4570,1
4572,0
4574,0
4581,1
4583,1
4586,1
4591,1
4594,1
4603,1
4605,0
4612,0
4613,1
4615,0
4618,0
4621,0
4623,1
4626,0
4629,1
4633,0
4636,0
4638,0
4640,0
4643,0
4645,0
4647,0
4648,0
4651,1
4652,1
4653,1
4654,1
4660,1
4662,1
4663,0
4665,1
4668,0
4676,1
4683,1
4685,1
4686,1
4701,0
4718,1
4721,1
4727,1
4728,1
4733,0
4741,0
4743,1
4746,0
4751,1
4756,1
4761,1
4763,0
4764,1
4767,1
4772,1
4776,0
4780,0
4781,0
4792,1
4796,1
4801,1
4804,0
4805,1
4806,1
4811,0
4815,1
4816,1
4817,1
4818,1
4822,0
4824,0
4827,1
4837,0
4838,0
4839,1
4841,0
4851,0
4855,0
4861,0
4862,0
4863,0
4865,1
4871,0
4873,0
4880,0
4885,0
4886,1
4902,1
4904,0
4907,0
4916,1
4921,1
4925,0
4927,0
4928,1
4930,0
4932,0
4933,0
4937,0
4939,1
4941,0
4942,1
4947,1
4949,0
4950,1
4956,1
4960,1
4963,0
4965,1
4976,1
4977,1
4987,1
4991,0
4994,0
4999,0
5003,1
5006,1
5009,1
5011,0
5012,1
5014,0
5020,0
5021,0
5023,0
5026,1
5030,0
5031,0
5036,0
5042,1
5045,1
5048,1
5051,0
5053,0
5054,0
5057,0
5058,1
5066,0
5070,0
5077,1
5081,0
5084,1
5086,1
5090,0
5091,0
5093,0
5100,1
5108,0
5111,1
5112,0
5118,0
5121,0
5123,0
5129,1
5133,0
5143,1
5147,1
5151,0
5156,1
5158,0
5161,0
5163,1
5167,1
5173,1
5205,1
5214,0
5215,0
5216,1
5217,1
5225,0
5237,0
5239,1
5240,0
5241,0
5246,1
5250,1
5253,0
5258,1
5261,0
5268,1
5275,0
5277,1
5279,0
5288,1
5289,1
5294,1
5303,0
5307,0
5311,1
5312,0
5314,1
5318,1
5327,0
5329,0
5333,0
5334,0
5340,0
5348,1
5358,0
5360,0
5361,1
5363,1
5364,0
5369,0
5370,0
5374,1
5376,1
5388,1
5390,0
5393,1
5394,0
5395,1
5398,1
5399,0
5401,0
5402,0
5405,0
5414,0
5415,0
5419,1
5421,0
5422,1
5424,0
5427,0
5429,0
5431,1
5433,1
5434,1
5435,1
5436,1
5438,1
5440,1
5441,1
5447,0
5451,1
5453,1
5456,0
5457,0
5463,0
5464,1
5470,1
5472,0
5474,1
5478,0
5483,0
5490,0
5500,1
5504,1
5508,0
5511,1
5512,0
5513,0
5516,0
5523,0
5527,1
5530,0
5533,1
5536,0
5537,0
5542,0
5543,0
5546,0
5549,0
5550,1
5551,0
5562,1
5566,0
5568,0
5571,1
5572,0
5574,1
5583,1
5585,1
5591,0
5596,1
5597,1
5601,0
5606,1
5607,1
5610,1
5615,0
5616,1
5623,1
5630,1
5636,0
5637,0
5639,0
5640,1
5643,1
5648,0
5649,0
5660,0
5666,0
5667,0
5678,0
5679,1
5681,0
5682,1
5691,0
5696,1
5697,0
5700,0
5701,1
5702,1
5708,1
5709,0
5718,1
5723,0
5725,1
5728,0
5731,0
5735,1
5737,1
5738,1
5742,0
5747,1
5749,0
5750,0
5755,0
5756,0
5761,1
5762,1
5767,1
5768,1
5770,1
5773,0
5774,1
5779,1
5782,0
5785,0
5786,0
5787,1
5788,0
5796,0
5802,0
5806,0
5809,0
5810,0
5811,1
5813,0
5820,0
5823,0
5830,0
5831,0
5838,0
5839,0
5844,0
5846,1
5851,0
5852,1
5857,0
5859,0
5860,1
5862,0
5865,0
5866,0
5871,1
5872,0
5877,1
5878,0
5879,1
5880,1
5895,0
5897,0
5910,0
5914,0
5915,1
5917,0
5924,0
5926,0
5931,0
5936,1
5940,0
5941,1
5945,0
5946,0
5948,0
5951,1
5967,1
5968,1
5969,0
5970,1
5971,0
5973,0
5976,0
5977,0
5984,0
5986,1
5993,1
5994,1
6005,0
6006,1
6008,1
6010,1
6011,1
6014,1
6016,1
6018,0
6021,1
6025,0
6028,0
6029,1
6035,0
6040,0
6042,0
6044,0
6046,0
6052,0
6054,0
6062,0
6063,1
6067,0
6068,0
6077,0
6079,0
6080,0
6081,0
6082,0
6089,1
6095,1
6101,0
6107,1
6114,0
6117,0
6121,0
6122,0
6124,1
6129,1
6131,0
6136,1
6139,0
6142,0
6143,1
6144,1
6149,0
6155,1
6157,1
6158,0
6161,0
6168,1
6172,0
6176,0
6177,0
6179,1
6180,1
6182,0
6186,0
6189,0
6190,0
6194,0
6204,0
6205,0
6209,1
6210,0
6212,0
6214,0
6221,0
6225,0
6228,0
6229,0
6231,0
6235,0
6236,1
6237,0
6238,1
6239,1
6242,1
6249,0
6250,1
6251,0
6252,0
6260,0
6264,0
6266,0
6270,0
6275,0
6279,1
6280,1
6284,1
6285,0
6286,1
6287,0
6288,0
6289,0
6290,1
6291,1
6295,0
6298,0
6307,0
6308,1
6309,1
6313,0
6316,0
6319,1
6321,0
6324,0
6327,1
6333,0
6351,1
6352,1
6353,1
6357,1
6359,1
6360,0
6364,0
6367,1
6368,1
6377,0
6378,0
6379,0
6381,1
6390,0
6401,1
6408,1
6409,0
6411,0
6419,0
6424,0
6426,0
6428,0
6431,0
6432,1
6433,0
6435,1
6437,0
6439,1
6442,1
6444,1
6447,1
6456,0
6457,1
6460,1
6468,1
6471,1
6475,0
6476,1
6479,1
6483,1
6487,1
6488,0
6489,1
6496,1
6498,1
6502,0
6503,1
6507,1
6508,0
6509,1
6517,1
6521,1
6522,1
6524,0
6526,0
6531,0
6533,1
6538,0
6539,0
6544,0
6557,0
6558,0
6562,1
6563,0
6564,1
6574,1
6578,1
6581,0
6584,0
6587,1
6589,0
6590,1
6592,0
6595,0
6599,1
6600,1
6606,1
6609,0
6612,0
6615,1
6618,0
6620,0
6623,1
6633,0
6639,1
6640,0
6641,0
6645,1
6650,1
6651,1
6652,1
6657,0
6659,0
6666,0
6671,0
6673,0
6674,1
6677,0
6680,1
6684,1
6685,0
6691,1
6692,1
6696,0
6698,0
6704,1
6705,0
6710,0
6713,0
6715,0
6717,1
6718,1
6720,0
6728,1
6732,1
6733,1
6739,0
6740,1
6741,1
6743,0
6747,0
6750,0
6752,0
6753,1
6755,1
6761,0
6763,0
6768,1
6770,1
6771,1
6777,1
6778,0
6780,0
6782,0
6786,1
6791,0
6797,0
6798,1
6803,0
6805,1
6812,1
6816,1
6818,1
6822,1
6825,1
6826,1
6827,1
6829,1
6831,1
6836,0
6838,1
6840,1
6842,0
6846,1
6851,0
6853,1
6856,0
6859,0
6865,0
6866,0
6868,1
6869,0
6871,1
6873,1
6886,1
6887,0
6888,0
6889,1
6891,1
6894,1
6895,0
6899,1
6901,0
6902,0
6904,0
6906,0
6922,1
6923,1
6924,0
6927,0
6934,0
6938,0
6941,0
6942,0
6944,0
6947,1
6952,1
6957,0
6958,1
6964,0
6968,1
6969,1
6976,1
6982,0
6986,1
6987,1
6989,0
6991,0
6993,1
6995,1
6997,1
7000,1
7003,0
7004,0
7007,1
7011,1
7014,0
7016,1
7017,1
7020,0
7022,1
7028,1
7033,1
7034,1
7035,1
7038,0
7040,1
7041,1
7042,0
7045,1
7049,0
7055,0
7057,1
7062,1
7064,1
7066,0
7067,0
7072,0
7079,0
7082,0
7083,1
7084,0
7085,0
7087,0
7090,0
7094,0
7096,1
7099,1
7100,1
7101,0
7102,1
7103,1
7107,0
7110,1
7113,1
7117,0
7119,0
7123,1
7127,1
7133,1
7139,0
7143,0
7145,0
7151,0
7152,0
7153,0
7156,0
7162,0
7170,0
7172,1
7177,0
7181,0
7182,0
7189,1
7190,0
7200,0
7207,0
7209,0
7212,1
7216,0
7217,0
7219,1
7220,0
7222,1
7225,0
7233,0
7237,0
7238,0
7239,1
7240,1
7243,0
7245,1
7246,0
7249,0
7257,1
7258,0
7259,1
7262,1
7263,0
7269,0
7271,1
7273,0
7276,1
7279,0
7282,0
7284,0
7293,1
7298,1
7303,0
7304,1
7305,0
7308,0
7313,1
7314,1
7321,0
7322,0
7327,0
7333,0
7336,1
7339,1
7341,0
7346,0
7347,0
7349,0
7351,0
7353,1
7363,0
7364,0
7368,1
7370,0
7375,0
7376,1
7379,0
7382,0
7384,1
7385,1
7387,0
7388,0
7389,0
7394,1
7396,0
7398,0
7399,0
7401,0
7404,0
7406,1
7409,0
7411,0
7417,1
7420,0
7422,0
7423,0
7427,0
7429,0
7432,0
7435,1
7436,1
7440,0
7441,0
7445,0
7448,0
7449,0
7450,0
7454,1
7455,0
7460,0
7462,0
7464,0
7466,1
7468,1
7469,1
7471,1
7472,0
7483,1
7484,1
7485,0
7486,1
7487,1
7489,1
7492,0
7495,0
7499,1
7500,1
7506,0
7508,0
7509,0
7511,0
7516,0
7524,0
7538,1
7539,1
7541,0
7546,1
7549,1
7562,1
7564,0
7567,0
7572,1
7574,1
7575,1
7586,1
7592,1
7596,1
7597,0
7599,1
7606,0
7615,1
7618,1
7620,0
7624,1
7625,1
7629,1
7632,1
7636,0
7637,1
7646,0
7655,1
7658,0
7660,1
7664,1
7665,1
7666,0
7667,0
7673,1
7676,0
7682,0
7684,1
7690,1
7697,1
7700,0
7704,0
7705,1
7706,0
7708,0
7709,0
7710,0
7713,0
7716,0
7726,1
7729,1
7730,0
7732,0
7734,0
7740,0
7741,1
7745,0
7757,1
7762,1
7770,1
7776,0
7777,1
7778,1
7779,1
7782,0
7786,0
7791,1
7792,0
7794,0
7795,1
7796,0
7798,1
7805,1
7806,0
7808,1
7811,0
7814,1
7819,1
7820,0
7825,1
7829,0
7834,0
7836,1
7838,0
7841,0
7845,0
7846,0
7853,0
7856,0
7858,0
7859,1
7866,0
7875,1
7879,0
7884,1
7886,1
7890,1
7892,0
7896,1
7899,1
7900,0
7901,1
7904,0
7911,0
7917,1
7919,1
7920,0
7921,1
7922,0
7925,1
7927,0
7928,1
7931,0
7942,0
7946,1
7947,0
7948,1
7951,0
7956,0
7961,0
7964,0
7966,0
7967,0
7974,0
7975,0
7979,0
7985,0
7986,1
7993,0
7995,0
7997,0
7998,0
8004,0
8007,0
8011,0
8014,0
8022,0
8027,1
8033,0
8041,0
8042,1
8046,0
8048,0
8050,0
8051,0
8052,1
8053,0
8054,0
8059,1
8063,0
8072,1
8075,0
8076,0
8077,0
8078,1
8080,0
8082,1
8086,0
8090,0
8092,1
8093,0
8099,1
8104,1
8107,1
8108,0
8114,1
8115,0
8117,0
8123,1
8124,1
8127,1
8132,0
8134,1
8139,1
8145,1
8148,1
8151,1
8152,1
8153,1
8157,1
8160,1
8166,1
8167,1
8173,1
8174,1
8178,1
8179,1
8185,0
8186,1
8192,1
8193,1
8194,1
8197,1
8198,1
8199,1
8200,1
8206,1
8207,1
8220,0
8222,1
8227,0
8228,1
8229,1
8230,0
8233,0
8248,1
8249,0
8255,1
8260,0
8263,0
8265,1
8268,0
8269,1
8272,0
8273,0
8275,0
8277,0
8281,0
8282,0
8290,0
8293,0
8299,1
8302,1
8303,1
8305,1
8306,1
8307,1
8308,1
8313,1
8316,1
8319,0
8322,0
8323,1
8325,0
8326,1
8327,1
8328,0
8331,1
8333,1
8336,1
8338,1
8340,1
8342,1
8343,0
8353,0
8354,1
8357,1
8358,0
8359,0
8373,0
8376,1
8379,1
8380,0
8381,1
8384,1
8395,1
8398,1
8403,1
8407,1
8413,1
8417,1
8420,1
8421,1
8424,1
8426,1
8427,1
8438,1
8439,0
8442,0
8449,0
8456,0
8460,0
8462,0
8465,1
8466,0
8467,0
8469,0
8470,0
8474,0
8479,0
8481,1
8482,1
8485,1
8488,0
8492,0
8493,0
8495,0
8499,0
8501,1
8519,0
8521,0
8525,1
8527,0
8529,0
8532,0
8534,0
8535,1
8537,0
8544,0
8548,0
8549,0
8552,0
8554,0
8563,1
8564,0
8565,0
8566,0
8568,0
8569,1
8573,0
8583,1
8588,0
8590,0
8592,1
8593,1
8594,1
8597,0
8600,1
8601,0
8602,1
8603,0
8604,0
8605,1
8611,1
8614,1
8616,0
8617,1
8619,0
8626,1
8629,0
8630,0
8632,0
8634,1
8641,1
8645,0
8649,0
8652,1
8666,0
8671,0
8672,0
8675,0
8678,0
8679,1
8682,0
8687,0
8701,1
8703,0
8707,0
8713,1
8716,0
8719,1
8725,0
8730,0
8731,0
8748,0
8749,1
8756,1
8764,1
8765,1
8769,1
8771,1
8772,1
8773,0
8779,0
8792,0
8794,0
8796,0
8798,1
8803,1
8807,0
8809,0
8811,0
8813,0
8814,0
8818,0
8819,0
8820,1
8821,0
8822,0
8824,0
8826,0
8827,0
8828,0
8833,0
8834,0
8845,1
8847,1
8849,0
8861,1
8867,0
8868,0
8870,0
8873,1
8874,1
8876,1
8877,0
8879,0
8882,0
8884,1
8889,0
8891,1
8894,0
8895,0
8897,1
8898,0
8901,0
8904,1
8909,1
8910,0
8911,0
8915,1
8917,1
8918,0
8919,0
8922,1
8925,0
8928,0
8929,0
8930,1
8932,1
8937,1
8940,0
8943,0
8950,0
8951,1
8954,1
8958,0
8960,1
8964,0
8975,0
8977,0
8981,1
8982,1
8984,0
8988,1
8990,0
8991,0
8995,1
8997,0
9003,0
9004,1
9010,0
9011,0
9013,0
9014,1
9015,1
9017,1
9019,1
9021,1
9024,0
9032,1
9035,1
9036,0
9037,0
9043,0
9046,0
9048,0
9049,1
9050,1
9056,0
9063,0
9065,0
9066,0
9068,0
9069,0
9070,0
9073,0
9076,0
9091,1
9092,1
9104,0
9105,0
9108,0
9111,0
9115,0
9117,0
9122,0
9125,1
9127,1
9129,0
9133,0
9136,0
9138,0
9140,1
9147,1
9150,0
9152,1
9153,1
9155,1
9158,1
9160,1
9163,1
9165,1
9167,1
9168,1
9170,1
9176,1
9178,1
9184,1
9186,1
9188,0
9189,1
9190,0
9196,0
9198,1
9199,0
9200,0
9201,0
9202,0
9204,0
9205,0
9213,0
9214,0
9224,1
9227,0
9228,1
9229,1
9234,1
9236,0
9241,1
9243,0
9245,1
9256,1
9258,0
9261,1
9274,1
9279,1
9282,0
9284,0
9285,0
9291,0
9295,1
9299,0
9302,1
9304,1
9305,1
9306,1
9310,0
9312,1
9316,0
9318,1
9323,1
9326,0
9327,1
9328,1
9331,1
9335,0
9336,1
9340,1
9349,0
9352,0
9353,1
9354,1
9356,0
9357,1
9358,1
9359,0
9364,0
9366,1
9369,1
9370,0
9379,0
9381,1
9383,0
9389,0
9390,1
9392,1
9394,0
9398,0
9399,0
9400,1
9407,1
9409,1
9412,1
9413,1
9415,1
9419,0
9423,0
9424,1
9426,1
9427,1
9428,1
9429,0
9433,1
9437,1
9440,1
9442,0
9443,0
9444,0
9447,1
9459,0
9461,1
9462,0
9464,0
9473,1
9475,1
9476,0
